SOC,Frequency_Hz,Real_Z_Ohm,Imag_Z_Ohm
0,0.046416,0.002967464,-0.01213811
0,0.038312,0.002991753,-0.01464454
0,0.031623,0.003038745,-0.01764584
0,0.026102,0.003100056,-0.02132246
0,0.021544,0.003147142,-0.02575131
0,0.017783,0.003206837,-0.03113657
0,0.014678,0.003308977,-0.03762975
0,0.012115,0.003394793,-0.04547181
0,0.01,0.003493254,-0.05494863
100,10000,0.001308794,0.002830601
100,7943.282,0.001597928,0.002196993
100,6309.573,0.00176429,0.001725954
100,5011.872,0.001855542,0.001365046
100,3981.071,0.001914444,0.00108573
100,3162.277,0.001950232,0.0008521914
100,2511.886,0.001974872,0.0006829099
100,1995.262,0.001985942,0.0005368654
100,1584.893,0.001996736,0.0004254214
100,1258.925,0.001990104,0.0003300214
100,999.9998,0.001982093,0.0002591671
100,794.328,0.00200902,0.0001898592
100,630.9572,0.002013467,0.0001395027
100,501.1871,0.002014359,0.0001022111
100,398.107,0.002012124,6.094452e-05
100,316.2276,0.001999696,3.81288e-05
100,251.1885,0.002023284,1.379625e-05
100,199.5261,0.002039713,-3.347083e-06
100,158.4892,0.002042999,-2.734036e-05
100,125.8925,0.002034518,-3.841906e-05
100,99.99994,0.002051563,-5.940098e-05
100,79.43277,0.002058108,-7.015297e-05
100,63.09569,0.002057078,-8.325862e-05
100,50.11869,0.002060667,-0.000102441
100,39.81069,0.002092835,-0.0001183837
100,31.62275,0.002110308,-0.0001276037
100,25.11885,0.002120123,-0.0001511756
100,19.95261,0.002108847,-0.0001586848
100,15.84892,0.002153378,-0.0001791148
100,12.58924,0.00216915,-0.0002121277
100,9.999991,0.002201671,-0.0002219517
100,7.943275,0.002193868,-0.0002677315
100,6.309568,0.002250566,-0.0002873192
100,5.011868,0.002289154,-0.0003262457
100,3.981068,0.002341665,-0.0003585787
100,3.162275,0.002363535,-0.0003958716
100,2.511884,0.002425451,-0.0004541245
100,1.99526,0.002479757,-0.0004917228
100,1.584892,0.002526287,-0.0005206472
100,1.258924,0.002594769,-0.0005884491
100,0.999999,0.002632471,-0.000651541
100,0.794327,0.002684563,-0.0007571522
100,0.630957,0.002715142,-0.0008677762
100,0.501187,0.002744802,-0.001023327
100,0.398107,0.002768598,-0.001233231
100,0.316227,0.002795293,-0.00149824
100,0.251188,0.002839674,-0.00184141
100,0.199526,0.002860941,-0.002253746
100,0.158489,0.002908612,-0.002785792
100,0.125892,0.002944828,-0.003451286
100,0.1,0.002990932,-0.004285143
100,0.079433,0.003060351,-0.005338543
100,0.063096,0.003107819,-0.00664786
100,0.050119,0.003173403,-0.008304236
100,0.039811,0.003217019,-0.01040656
100,0.031623,0.003291376,-0.0130198
100,0.025119,0.003350303,-0.01630726
100,0.019953,0.00344772,-0.02045395
100,0.015849,0.003556665,-0.02565685
100,0.012589,0.003720987,-0.03224489
100,0.01,0.00391671,-0.0404693
20,10000,0.001326557,0.002840451
20,7943.282,0.001616823,0.00220607
20,6309.573,0.001783229,0.001735043
20,5011.872,0.001874127,0.001373748
20,3981.071,0.00193176,0.001095422
20,3162.277,0.00197294,0.000868566
20,2511.886,0.001991262,0.0006900397
20,1995.262,0.002006184,0.0005490736
20,1584.893,0.002011729,0.0004311183
20,1258.925,0.00200415,0.0003383575
20,999.9998,0.002005736,0.000262269
20,794.328,0.002016713,0.0001976052
20,630.9572,0.002021628,0.0001530706
20,501.1871,0.002019492,0.0001115091
20,398.107,0.00202074,7.820042e-05
20,316.2276,0.002025386,4.864001e-05
20,251.1885,0.00203007,2.288383e-05
20,199.5261,0.002039823,4.377262e-07
20,158.4892,0.002045106,-1.549974e-05
20,125.8925,0.002047556,-4.129219e-05
20,99.99994,0.002055282,-4.823393e-05
20,79.43277,0.002048522,-6.166409e-05
20,63.09569,0.002054523,-7.712813e-05
20,50.11869,0.002078559,-9.786679e-05
20,39.81069,0.002082507,-0.0001097092
20,31.62275,0.002095729,-0.0001252441
20,25.11885,0.00210927,-0.0001406954
20,19.95261,0.002119441,-0.0001580821
20,15.84892,0.002144854,-0.0001836196
20,12.58924,0.002155025,-0.0002108107
20,9.999991,0.002181957,-0.0002313642
20,7.943275,0.002205176,-0.0002550927
20,6.309568,0.002245935,-0.0002809905
20,5.011868,0.002271878,-0.0003172185
20,3.981068,0.002335881,-0.0003535924
20,3.162275,0.002352957,-0.0003803026
20,2.511884,0.0023934,-0.0004173091
20,1.99526,0.002443063,-0.0004757046
20,1.584892,0.002469702,-0.0005406113
20,1.258924,0.002495024,-0.0006200382
20,0.999999,0.002519358,-0.0007158043
20,0.794327,0.002542959,-0.0008408183
20,0.630957,0.002560314,-0.001006682
20,0.501187,0.002581887,-0.001225131
20,0.398107,0.002600904,-0.001498794
20,0.316227,0.002631569,-0.001848059
20,0.251188,0.002660578,-0.002284823
20,0.199526,0.002702411,-0.002815669
20,0.158489,0.002717236,-0.003470552
20,0.125892,0.002775155,-0.004304231
20,0.1,0.002785233,-0.005355617
20,0.079433,0.002807407,-0.006675262
20,0.063096,0.002829303,-0.008344186
20,0.050119,0.002855632,-0.01042396
20,0.039811,0.00284663,-0.01302601
20,0.031623,0.002892848,-0.01635433
20,0.025119,0.00292369,-0.02046534
20,0.019953,0.002952917,-0.02568771
20,0.015849,0.003000762,-0.03223424
20,0.012589,0.003050802,-0.04043642
20,0.01,0.003194021,-0.0507722
40,10000,0.001318755,0.002838293
40,7943.282,0.001608305,0.002204334
40,6309.573,0.001773614,0.001733301
40,5011.872,0.001864062,0.001374775
40,3981.071,0.001921956,0.001095327
40,3162.277,0.001960393,0.0008701745
40,2511.886,0.001977697,0.0006896076
40,1995.262,0.001999101,0.0005476342
40,1584.893,0.002000976,0.0004329749
40,1258.925,0.001995837,0.0003388727
40,999.9998,0.001991856,0.0002645312
40,794.328,0.002009064,0.0002027489
40,630.9572,0.002013519,0.0001509228
40,501.1871,0.002010341,0.0001144395
40,398.107,0.002014542,7.255612e-05
40,316.2276,0.00201519,4.736036e-05
40,251.1885,0.002018693,2.202483e-05
40,199.5261,0.002035911,-3.972887e-06
40,158.4892,0.002037212,-1.409374e-05
40,125.8925,0.002042315,-2.285055e-05
40,99.99994,0.002044588,-4.725144e-05
40,79.43277,0.00204225,-5.62274e-05
40,63.09569,0.002032448,-7.894546e-05
40,50.11869,0.002067501,-9.248593e-05
40,39.81069,0.00207097,-0.0001030657
40,31.62275,0.002085537,-0.0001255607
40,25.11885,0.002097053,-0.0001378835
40,19.95261,0.002118547,-0.0001584584
40,15.84892,0.002131466,-0.0001785078
40,12.58924,0.002156737,-0.0001956875
40,9.999991,0.002171692,-0.0002257873
40,7.943275,0.002212564,-0.000230719
40,6.309568,0.00223062,-0.0002768959
40,5.011868,0.002255084,-0.0003171878
40,3.981068,0.00231224,-0.0003471374
40,3.162275,0.002343696,-0.0003838498
40,2.511884,0.002380724,-0.0004237118
40,1.99526,0.002432075,-0.0004695177
40,1.584892,0.002464147,-0.0005279821
40,1.258924,0.002505036,-0.000588397
40,0.999999,0.00252591,-0.0006651944
40,0.794327,0.002545587,-0.0007732331
40,0.630957,0.002576991,-0.0009164932
40,0.501187,0.002589309,-0.001096198
40,0.398107,0.002620316,-0.001360706
40,0.316227,0.002649497,-0.001642584
40,0.251188,0.002701018,-0.002050242
40,0.199526,0.002749383,-0.002511798
40,0.158489,0.002795624,-0.003112943
40,0.125892,0.002858004,-0.003883502
40,0.1,0.002900177,-0.00480253
40,0.079433,0.002969912,-0.006008914
40,0.063096,0.003029457,-0.007515048
40,0.050119,0.003096406,-0.009368766
40,0.039811,0.003172328,-0.01174218
40,0.031623,0.003272455,-0.01470802
40,0.025119,0.003371673,-0.01845513
40,0.019953,0.003514418,-0.02319286
40,0.015849,0.003684799,-0.02910613
40,0.012589,0.003891489,-0.03655621
40,0.01,0.004140757,-0.04593598
60,10000,0.00131958,0.002836748
60,7943.282,0.001607892,0.002203268
60,6309.573,0.001775339,0.001732028
60,5011.872,0.001864423,0.001372046
60,3981.071,0.001918869,0.001092761
60,3162.277,0.001964458,0.0008696847
60,2511.886,0.001978992,0.0006873789
60,1995.262,0.001991986,0.0005471058
60,1584.893,0.002001305,0.0004293555
60,1258.925,0.001990354,0.0003354115
60,999.9998,0.001995872,0.0002576048
60,794.328,0.002004066,0.0001952461
60,630.9572,0.002011032,0.0001486331
60,501.1871,0.002013418,0.0001101099
60,398.107,0.002009079,7.469935e-05
60,316.2276,0.002011579,4.208575e-05
60,251.1885,0.002015574,1.961901e-05
60,199.5261,0.002047333,-2.995062e-06
60,158.4892,0.002043683,-2.122229e-05
60,125.8925,0.002041596,-3.795246e-05
60,99.99994,0.002045765,-5.037656e-05
60,79.43277,0.002038531,-6.64008e-05
60,63.09569,0.002055706,-8.442466e-05
60,50.11869,0.002060395,-9.072896e-05
60,39.81069,0.002075423,-0.0001126198
60,31.62275,0.002083016,-0.0001245509
60,25.11885,0.002103813,-0.0001433673
60,19.95261,0.002115665,-0.0001609753
60,15.84892,0.002126931,-0.0001754175
60,12.58924,0.002151168,-0.0002024325
60,9.999991,0.002175975,-0.0002311078
60,7.943275,0.00220256,-0.0002548726
60,6.309568,0.002238397,-0.0002909663
60,5.011868,0.002262051,-0.0003115341
60,3.981068,0.002301406,-0.0003500883
60,3.162275,0.00235461,-0.000397824
60,2.511884,0.002399198,-0.0004282873
60,1.99526,0.002455487,-0.0004776064
60,1.584892,0.002479342,-0.0005289401
60,1.258924,0.002520471,-0.0005835316
60,0.999999,0.002563408,-0.0006659848
60,0.794327,0.002587557,-0.0007670947
60,0.630957,0.002604778,-0.0009087651
60,0.501187,0.002617121,-0.001086797
60,0.398107,0.002647224,-0.001322532
60,0.316227,0.00267669,-0.001613978
60,0.251188,0.002696483,-0.001991312
60,0.199526,0.002734285,-0.002464156
60,0.158489,0.002768977,-0.003040686
60,0.125892,0.002811922,-0.003755586
60,0.1,0.00283265,-0.004653332
60,0.079433,0.002865221,-0.005792768
60,0.063096,0.002895339,-0.007246126
60,0.050119,0.002929952,-0.009043403
60,0.039811,0.002949136,-0.01131903
60,0.031623,0.002987393,-0.01419411
60,0.025119,0.003016594,-0.01780513
60,0.019953,0.003047593,-0.02232455
60,0.015849,0.003107462,-0.02804422
60,0.012589,0.003188037,-0.03520314
60,0.01,0.003311923,-0.04420859
80,10000,0.00131635,0.002833833
80,7943.282,0.001607544,0.002199624
80,6309.573,0.001773389,0.001729544
80,5011.872,0.001865661,0.001369784
80,3981.071,0.001923361,0.001088068
80,3162.277,0.001951388,0.0008681132
80,2511.886,0.001974426,0.0006828114
80,1995.262,0.002000661,0.0005411477
80,1584.893,0.001999475,0.0004270799
80,1258.925,0.001999182,0.0003351089
80,999.9998,0.001998518,0.0002567035
80,794.328,0.002009461,0.0001986643
80,630.9572,0.002016615,0.0001466327
80,501.1871,0.002015678,0.0001069741
80,398.107,0.002015873,7.08755e-05
80,316.2276,0.002016366,3.687059e-05
80,251.1885,0.002022739,2.160002e-05
80,199.5261,0.002036305,-6.556669e-06
80,158.4892,0.002041911,-2.063672e-05
80,125.8925,0.002040013,-4.296481e-05
80,99.99994,0.002053624,-6.047387e-05
80,79.43277,0.002048339,-6.387052e-05
80,63.09569,0.002066679,-8.400229e-05
80,50.11869,0.002069006,-9.807648e-05
80,39.81069,0.002088085,-0.000112802
80,31.62275,0.002100063,-0.0001301696
80,25.11885,0.002113776,-0.0001476776
80,19.95261,0.002133644,-0.0001629681
80,15.84892,0.002142768,-0.0001883306
80,12.58924,0.002168157,-0.0002048147
80,9.999991,0.002197955,-0.0002382933
80,7.943275,0.002209708,-0.0002514638
80,6.309568,0.002261536,-0.0002849809
80,5.011868,0.002275751,-0.0003276944
80,3.981068,0.002332273,-0.0003566192
80,3.162275,0.002374064,-0.0004022405
80,2.511884,0.002417458,-0.0004323846
80,1.99526,0.002485448,-0.000484923
80,1.584892,0.002530366,-0.000547195
80,1.258924,0.002557758,-0.0005939247
80,0.999999,0.002592453,-0.0006641017
80,0.794327,0.002633968,-0.0007736172
80,0.630957,0.002655402,-0.0009075249
80,0.501187,0.002684495,-0.001067824
80,0.398107,0.002708291,-0.001293518
80,0.316227,0.002733266,-0.001570422
80,0.251188,0.002767693,-0.001932284
80,0.199526,0.002818332,-0.00238244
80,0.158489,0.002830576,-0.002948856
80,0.125892,0.002876787,-0.003645824
80,0.1,0.002934279,-0.004520477
80,0.079433,0.0029619,-0.005632187
80,0.063096,0.003015919,-0.007026603
80,0.050119,0.003070941,-0.008790801
80,0.039811,0.003095391,-0.01100192
80,0.031623,0.003136718,-0.01378498
80,0.025119,0.003200933,-0.01728216
80,0.019953,0.00326503,-0.02168091
80,0.015849,0.003378017,-0.02720053
80,0.012589,0.003483638,-0.03415279
80,0.01,0.003643664,-0.04284964
